"review","rating","sentiment","review_processed","document_no","dominant_topic","Label","topic_perc_contrib","keywords","Text"
"Iklan promosi kalian masih kalah dengan toko2 sebelah. Iklan promosi kalian indah di khabar tapi tipu belaka, saya ada komunitas yang beranggotakan 252 orang kalau saya cerita pasti mereka akan bicara di group2 WA mereka masing2. Perbaiki iklan promosi kalian. Belakangan saya kecewa dengan kalian. Saya kasih bintang 1 dulu. Kalau udah diperbaiki iklan promosi kalian maka saya tambah bintangnya",1,0,iklan promosi kalah toko belah iklan promosi indah khabar tipu belaka komunitas anggota cerita bicara group wa iklan promosi bintang iklan promosi bintang,406,3,,0.5841,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['iklan', 'promosi', 'kalah', 'toko', 'belah', 'iklan', 'promosi', 'indah', 'khabar', 'tipu', 'belaka', 'komunitas', 'anggota', 'cerita', 'bicara', 'group', 'whatsapp', 'iklan', 'promosi', 'bintang', 'iklan', 'promosi', 'bintang']"
GUA MAU NARIK UANGNYA BUAT BELI PULSA DI TOKOPEDIA ATAU BUKALAPAK MALAH GABISA APLIKASI GAJELAS,1,0,narik uang beli pulsa aplikasi gajelas,133,3,,0.5825,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['narik', 'uang', 'beli', 'pulsa', 'aplikasi', 'gajelas']"
"Kenapa sih shopee sekarang kok malah susah dibuka setelah di update, jaringan n data full tp mau chat shopee aja kayak ngelag gitu. Mau di uninstall ada spaylater yg belum dibyr.hhadeeuuh ntar q hapus jg klo kek gini Mulu. Apa karna ada flash sale barang mahal jdi di buatnya hp orang pada ngelag biar gak bisa dpt itu barang, gak ush ngadain promo klo takut rugi.",3,1,susah update jaring data full chat kayak ngelag uninstall spaylater dibyr hhadeeuuh ntar hapus jg kek gin mulu flash sale barang mahal hp ngelag barang ush ngadain promo takut rugi,612,3,,0.5817,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['susah', 'update', 'jaring', 'data', 'full', 'chat', 'kayak', 'ngelag', 'uninstall', 'spaylater', 'dibyr', 'hhadeeuuh', 'nanti', 'hapus', 'juga', 'seperti', 'gin', 'melulu', 'flash', 'sale', 'barang', 'mahal', 'handphone', 'ngelag', 'barang', 'ush', 'ngadain', 'promo', 'takut', 'rugi']"
Saya udah transfer tapi gimana cara mengirim bukti pmbayaran,2,0,transfer kirim bukti pmbayaran,307,3,,0.5814,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['transfer', 'kirim', 'bukti', 'pmbayaran']"
Aplikasi lazada memang bagus Nursal klau TDK pakai lazada,5,2,aplikasi nursal klau pakai,821,3,,0.4184,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'nursal', 'klau', 'pakai']"
Min saya johri peserta kartu prakerja saya mau menanyakan saya membeli pelatihan memakai akun kk saya.. Apakah nnti bermasalah di insentif ? Mohon bntuannya min,1,0,johri kartu beli latih pakai akun nnti insentif bntuannya,79,3,,0.5782,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['johri', 'kartu', 'beli', 'latih', 'pakai', 'akun', 'nnti', 'insentif', 'bntuannya']"
Aplikasi burik nc dimana mana ada iklannya mengangu link ajha emangnya tokopedia udah nga lakuyah segitunya pamer iklan garis onkir gratis onkir,1,0,aplikasi burik nc iklan mengangu link ajha nga lakuyah segitunya pamer iklan garis onkir gratis onkir,347,3,,0.5761,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'burik', 'nc', 'iklan', 'mengangu', 'link', 'ajha', 'nga', 'lakuyah', 'segitunya', 'pamer', 'iklan', 'garis', 'onkir', 'gratis', 'onkir']"
"Kapan bisa pakai gopay bayar di tokopedia, klau sudah nanti 5 bintang",3,1,pakai bayar klau bintang,562,3,,0.575,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pakai', 'bayar', 'klau', 'bintang']"
Punya saya pesanan salah ..udah di ajukan pengembalian ..tapi dana nya nggak balik lagi,1,0,pesan salah aju dana,435,3,,0.5736,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pesan', 'salah', 'aju', 'dana']"
"Maaf dana saya kok tidak dikembalikan ya?! 143k total belanja 188k lalu saya cancel dan yang dikembalikan hanya 45k saja, yang 143k blm dikembalikan, tetapi di sistem ada keterangan pengembalian dana berhasil, saya coba hubungi CS no respon?! Anda kembalikan kemana dana saya?",1,0,maaf dana total belanja cancel sistem terang dana hasil hubung cs no respon dana,28,3,,0.5722,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['maaf', 'dana', 'total', 'belanja', 'cancel', 'sistem', 'terang', 'dana', 'hasil', 'hubung', 'customer service', 'no', 'respon', 'dana']"
Dpt notif disuruh update ke versi baru tp pas diupdate slalu ga bisa. Mohon dibantu. Thx,3,1,notif suruh update versi pas diupdate slalu bantu,749,3,,0.5718,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['notif', 'suruh', 'update', 'versi', 'pas', 'diupdate', 'selalu', 'bantu']"
woy .ini kenapa barang belum sampe tapi udah dikolom sudah diterima ? yang bener aja woyy.saya ga nerima sama sekali. niat jualan nda sih ? olshop macam apa ini. saya udah bayar woy. makan duit haram klean. emang ga seberapa tapi dimohon itikad baiknyaa .,1,0,barang sampe kolom bener woyy nerima niat jual olshop bayar makan duit haram klean itikad baiknyaa,12,3,,0.566,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['barang', 'sampai', 'kolom', 'benar', 'woyy', 'nerima', 'niat', 'jual', 'olshop', 'bayar', 'makan', 'duit', 'haram', 'klean', 'itikad', 'baiknyaa']"
"Udh klik beli tapi malah diauruh pasport padahal udh log in dan jengjreng stok abis -,-",3,1,klik beli diauruh pasport log jengjreng stok abis,665,3,,0.5654,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['klik', 'beli', 'diauruh', 'pasport', 'log', 'jengjreng', 'stok', 'habis']"
"Game shopee tanam pohon kenapa jadi begini? Setelah sya goyang pohon teman banyak, tapi yg kehitung cuma 1point ajja, biasanya kehitung otomatis? Kecewa banget! ?? Dan customer shopee juga kadang kalo ditanya solusi gk memuaskan jawabannya. Ada juga yg belum selesai ngasih solusi, tba"" chatnya langsung hilang :( Tolong diperbaiki. Padahal sya pelanggan setia shopee, tp skrg sudah tidak nyaman belanja di shopee :( Semakin tinggi namanya, bukannya semakin meningkat, ini malah sebaliknya??",2,0,game tanam pohon sya goyang pohon teman hitung point ajja hitung otomatis customer kadang solusi ngasih solusi tba chatnya hilang tolong sya langgan setia skrg nyaman belanja nama tingkat,293,3,,0.5628,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['game', 'tanam', 'pohon', 'sya', 'goyang', 'pohon', 'teman', 'hitung', 'point', 'ajja', 'hitung', 'otomatis', 'customer', 'kadang', 'solusi', 'beri', 'solusi', 'tba', 'chatnya', 'hilang', 'tolong', 'sya', 'langgan', 'setia', 'sekarang', 'nyaman', 'belanja', 'nama', 'tingkat']"
Hapus aja lah app ini dari playstore.,1,0,hapus app playstore,41,3,,0.5625,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['hapus', 'aplikasi', 'playstore']"
Kenapa suka muncul di iklan2 web,1,0,muncul iklan web,120,3,,0.5625,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['muncul', 'iklan', 'web']"
"Klu penguna baru,bukan nya dapat bonus 10000",1,0,klu penguna bonus,391,3,,0.5625,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['klu', 'penguna', 'bonus']"
"Lazada kenapa jadi error Saya gk bisa belanja, gagal terus",3,1,error belanja gagal,563,3,,0.5625,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['error', 'belanja', 'gagal']"
"Paylater nya gk naek2,padahal udah sering belanja",3,1,paylater naek belanja,625,3,,0.5625,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['paylater', 'naek', 'belanja']"
"Kenapa sekarang jadi eror, mau belanja jadi susah.??",3,1,eror belanja susah,684,3,,0.5624,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['eror', 'belanja', 'susah']"
Lama lama shopee suka keluar sendri tolong dong di perbaiki lagi biar lebih nyaman,1,0,sendri tolong nyaman,110,3,,0.5612,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sendri', 'tolong', 'nyaman']"
Aya kasih bintang 3 dulu low bagus saya tambahin,3,1,aya bintang tambahin,564,3,,0.5612,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aya', 'bintang', 'tambahin']"
sangat membantu untuk belanja apapun tapi bingung udh banyak dpet tiket emas kaga ada artinya gjlas ahahha,5,2,bantu belanja bingung dpet tiket emas kaga gjlas ahahha,914,3,,0.5611,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bantu', 'belanja', 'bingung', 'dpet', 'tiket', 'emas', 'tidak', 'gjlas', 'ahahha']"
Tolong dong kalo udah di update jangan lemot gitu kesel tauk udah update apk ny malah lemot pdhl koneksi internet lancar aja paket jg ada masa gini sih min Perbaiki lagi,1,0,tolong update lot kesel tauk update apk ny lot pdhl koneksi internet lancar paket jg gin,407,3,,0.5602,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'update', 'lemot', 'kesel', 'tahu', 'update', 'aplikasi', 'ny', 'lemot', 'pdhl', 'koneksi', 'internet', 'lancar', 'paket', 'juga', 'gin']"
Payah susah melakukan pembayaran Dengan menggunakan saldo di tokped,1,0,susah bayar saldo,31,3,,0.5589,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['susah', 'bayar', 'saldo']"
Promo yg ngumpulin stamp itu hoax nyatanya udah ke kumpul malah eror..,1,0,promo ngumpulin stamp hoax kumpul eror,194,3,,0.5561,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['promo', 'ngumpulin', 'stamp', 'hoax', 'kumpul', 'eror']"
Saya kasih bintang 3 krna sya tidak pernah dapat hadia misteri box yang bagus pasti dapat zonk tidak sesuai dengan belihnya,3,1,bintang krna sya hadia misteri box zonk sesuai belihnya,722,3,,0.5548,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bintang', 'krna', 'sya', 'hadia', 'misteri', 'box', 'bodoh', 'sesuai', 'belihnya']"
"Bisa dong di buat biar lebih mudah menghapus notif2 lama, biar nggak satu2 ngapusnya.",3,1,mudah hapus notif ngapusnya,727,3,,0.5544,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['mudah', 'hapus', 'notif', 'ngapusnya']"
Saya membeli pelatihan prakerja di toped ini tinggal tulis ulasan untuk prakerja udah saya tulis .tpi di tampilan dan keteranganny blum ??? Kenpa tolong di perbarui dan di proses. klo begini malah jadi lama nanti harap ulasanku untuk prakerja di acc,3,1,beli latih tinggal tulis ulas tulis tpi tampil keteranganny kenpa tolong proses harap ulas acc,575,3,,0.5519,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['beli', 'latih', 'tinggal', 'tulis', 'ulas', 'tulis', 'tapi', 'tampil', 'keteranganny', 'kenpa', 'tolong', 'proses', 'harap', 'ulas', 'acc']"
"Tolong buat admin bantu saya, akun saya di pakai orang untuak berjualan chip domino ! Akun asli saya RAMADHAN JUNAIDI . dan akun disana pakai nomor hape yang saya pakai sekarang . Tolong buat admin dibantu. Saya kirim email gak ada respon .",1,0,tolong admin bantu akun pakai untuak jual chip domino akun asli ramadhan junaidi akun pakai nomor hape pakai tolong admin bantu kirim email respon,209,3,,0.5513,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'admin', 'bantu', 'akun', 'pakai', 'untuak', 'jual', 'chip', 'domino', 'akun', 'asli', 'ramadhan', 'junaidi', 'akun', 'pakai', 'nomor', 'handphone', 'pakai', 'tolong', 'admin', 'bantu', 'kirim', 'email', 'respon']"
Aplikasinya ngga kaya dulu. Ini ribet banget,1,0,aplikasi kaya ribet,8,3,,0.5506,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'kaya', 'ribet']"
"Halo kak saya sudah mengisi ulasan kok di bilang belom ya kak. Bagaimana nih kelanjutan prakerja saya. Udah pembelian nya ilang juga di topup&tagihan. Tolong tindak lanjutnya dong kak, TERIMAKASIH!",5,2,isi ulas bilang bom beli ilang topup tagih tolong tindak,954,3,,0.5459,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['isi', 'ulas', 'bilang', 'bom', 'beli', 'hilang', 'topup', 'tagih', 'tolong', 'tindak']"
"Buruk Sekali, Gak bakalan pake tokpet lagi!, Udah bayar di Alfamat dan transaksi berhasil, tiba"" transaksi di batalkan secara sepihak sama TOKPET dengan alasan promonya gak bisa di pake, padahal duit udah masuk, terus duit di ganti sama saldo tokpet, pengembalian duit bisanya di transfer, sedangkan gue kaga punya rekening, lucu sekali yaa ini tokpet, customer serficnya responnya lama!, Duit udah masuk tapi gak bisa di tarik lagi sedangkan gue gak punya rekening, PERLINDINGAN KONSUMENNYA BURUK!!!",1,0,pake tokpet bayar alfamat transaksi hasil transaksi batal tokpet alas promonya pake duit duit ganti saldo tokpet duit transfer kaga rekening lucu tokpet customer serficnya responnya duit tarik rekening perlindingan konsumen,73,3,,0.5429,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pakai', 'tokpet', 'bayar', 'alfamat', 'transaksi', 'hasil', 'transaksi', 'batal', 'tokpet', 'alas', 'promonya', 'pakai', 'duit', 'duit', 'ganti', 'saldo', 'tokpet', 'duit', 'transfer', 'tidak', 'rekening', 'lucu', 'tokpet', 'customer', 'serficnya', 'respon', 'duit', 'tarik', 'rekening', 'perlindingan', 'konsumen']"
Toloonngg mb nya di kurangin jadi 20 mb biar saya bisa download aplikasi lazada kalo mb besar saya nggk bisa download aplikasi lazada mohon di kecil kn mb,2,0,toloonngg mb rangin mb download aplikasi mb nggk download aplikasi kn mb,323,3,,0.5427,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['toloonngg', 'mb', 'rangin', 'mb', 'unduh', 'aplikasi', 'mb', 'nggk', 'unduh', 'aplikasi', 'kan', 'mb']"
dua bintang dulu nanti kalo barang sampay bintangnya pul,2,0,bintang barang sampay bintang pul,437,3,,0.5418,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['bintang', 'barang', 'sampay', 'bintang', 'pul']"
Kenapa sekarang apk lazada ga bisa narik uang ke lazada kredit? Saya sangat kecewa dengan apk nya.,1,0,apk narik uang kredit apk,265,3,,0.5413,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'narik', 'uang', 'kredit', 'aplikasi']"
Nggak bs verifikasi data diri..macet kembali lg2..terus bgt...apk apaan nih...,1,0,verifikasi data macet lg apk,263,3,,0.541,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['verifikasi', 'data', 'macet', 'lagi', 'aplikasi']"
Kenapa aplikasinya lemot ya? La ber pas buka awal,3,1,aplikasi lot la ber pas,545,3,,0.5407,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'lemot', 'lah', 'ber', 'pas']"
Tokopedia tolong di percepat untuk follow up data ke prakerja... Karna lewat tokopedia ini lah yang paling lambat serfifikat muncul nya... Lelet ni tokped kerja nya. Klo ga bisa kerja sama jangan ikut kerja samaa.... Tanggung jawablah tokped.. Kurang update.. Setelah kelas di beli ternyata ada perbedaan nama kelas akibat kurang update...,1,0,tolong cepat follow up data serfifikat muncul lelet samaa tanggung update kelas beli beda nama kelas akibat update,287,3,,0.5405,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'cepat', 'follow', 'up', 'data', 'serfifikat', 'muncul', 'lambat', 'samaa', 'tanggung', 'update', 'kelas', 'beli', 'beda', 'nama', 'kelas', 'akibat', 'update']"
"kecewa udah cpek"" bayar di alfamart eeeh tb"" pesanan di tolak sistem,kan dak jls",1,0,cpek bayar eeeh tb pesan tolak sistem dak jls,13,3,,0.5385,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['cpek', 'bayar', 'eeeh', 'tb', 'pesan', 'tolak', 'sistem', 'dak', 'jls']"
Di paksa aplikasinya buat kasih rating,3,1,paksa aplikasi rating,697,3,,0.5383,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['paksa', 'aplikasi', 'rating']"
Sy sdah donlod dan ajk 1 org .orgnya sdh donlod tp hadiah gk bs d tarik .hufffff...,1,0,sdah donlod ajk org orgnya donlod hadiah tarik hufffff,48,3,,0.5363,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sdah', 'donlod', 'ajk', 'orang', 'orgnya', 'donlod', 'hadiah', 'tarik', 'hufffff']"
Dr ? 5 kita ubah jd ? 1 karena kesbek bulan� kemaren Skrg coba tak buat ? 3 sambil ada pertanyaan kali aja dpt solutip Beberapa bulan ini kesbek 5% untuk toko PM sudah dihilangkan apa ya min? Akun platinum agak sedikit kecewa ??,3,1,ubah kesbek kemaren skrg solutip kesbek toko pm hilang akun platinum,520,3,,0.5346,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['ubah', 'kesbek', 'kemarin', 'sekarang', 'solutip', 'kesbek', 'toko', 'pm', 'hilang', 'akun', 'platinum']"
Spaylater kategori voucher gk bisa di pakai lagi. Jadi kecewa padahal udah member platinun,3,1,spaylater kategori voucher pakai member platinun,654,3,,0.5329,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['spaylater', 'kategori', 'voucher', 'pakai', 'member', 'platinun']"
Shoppe tanamnya eror gabisa kebuka Dan game shoppe lain gabisa kebuka,3,1,shoppe tanam eror game shoppe,717,3,,0.5315,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['shoppe', 'tanam', 'eror', 'game', 'shoppe']"
kok kmi nggk terpilih ya jdi spaylater sya bisa blnja byarnya bulan depan ..,3,1,kmi nggk pilih spaylater sya blnja byarnya,658,3,,0.5311,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kmi', 'nggk', 'pilih', 'spaylater', 'sya', 'blnja', 'byarnya']"
Perdana order 2 produk cincinnya bagus?? kacamatanya kurang,3,1,perdana order produk cincin kacamata,730,3,,0.5311,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['perdana', 'order', 'produk', 'cincin', 'kacamata']"
"Jangan pake lazada dah sarang penyamun nih aplikasi.. penyelesaian kasus yang jelas"" penipuan justru adalah retur ke seller yang merupakan penyelesaian perselisihan... akhirnya milih hapus akun secara permanen karena melihat banyaknya review mereka yang data pribadinya disalahgunakan.",1,0,pake sarang samun aplikasi tipu retur seller selisih milih hapus akun permanen review data pribadi disalahgunakan,297,3,,0.5296,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pakai', 'sarang', 'samun', 'aplikasi', 'tipu', 'retur', 'seller', 'selisih', 'milih', 'hapus', 'akun', 'permanen', 'review', 'data', 'pribadi', 'disalahgunakan']"
agak lemot dibanding yg laen.udah cek out. udah transfer duit ternyata barang yg dipesan hilang diaplikasi. akhirnya hilang deh duit,1,0,lot banding laen cek out transfer duit barang pes hilang aplikasi hilang duit,282,3,,0.5292,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['lemot', 'banding', 'laen', 'cek', 'out', 'transfer', 'duit', 'barang', 'pes', 'hilang', 'aplikasi', 'hilang', 'duit']"
"Game shopee capit tiba� tidak bisa jalan dengan keterangan gangguan jaringan, padahal game lain lancar saja. Juga pesanan 12.12 dibatalkan sepihak, padahal udah checkout selama 4 hari.",1,0,game capit jalan terang ganggu jaring game lancar pesan batal checkout,292,3,,0.5288,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['game', 'capit', 'jalan', 'terang', 'ganggu', 'jaring', 'game', 'lancar', 'pesan', 'batal', 'checkout']"
aplikasi ganggu banget. galamu ya sampe iklan dimanamana?,1,0,aplikasi ganggu gala sampe iklan dimanamana,206,3,,0.5264,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'ganggu', 'gala', 'sampai', 'iklan', 'dimanamana']"
knpa jdi bnyk iklannya ya? masa setiap buka aplikasi lain malah ada iklan shope terus?? pdhl udh dimatiin notifnya,1,0,knpa bnyk iklan aplikasi iklan shope pdhl dimatiin notifnya,322,3,,0.5226,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['kenapa', 'banyak', 'iklan', 'aplikasi', 'iklan', 'shope', 'pdhl', 'dimatiin', 'notifnya']"
Menyebalkan??dikit2...siruh uptade terusss,3,1,sebal dikit siruh uptade terusss,487,3,,0.5226,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sebal', 'dikit', 'siruh', 'uptade', 'terusss']"
Buka lapak masih banyak oknum penipuan mohon di tindaklanjuti saya tertipu oleh agen penyedia jasa top up dompet digitall,1,0,oknum tipu tindaklanjuti tipu agen sedia jasa up dompet digitall,128,3,,0.5211,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['oknum', 'tipu', 'tindaklanjuti', 'tipu', 'agen', 'sedia', 'jasa', 'up', 'dompet', 'digitall']"
Tidak sesuai janji katanya bisa buat cicilan lewat kartu kredit tapi kenapa gak kedeteksi banknya padahal semua betul yang di isi,2,0,sesuai janji cicil kartu kredit deteksi bank isi,228,3,,0.5208,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sesuai', 'janji', 'cicil', 'kartu', 'kredit', 'deteksi', 'bank', 'isi']"
"Ga jelas Ngajuin SPaylater ga prnh di acc , padahal sering belanja dsni , payah",1,0,ngajuin spaylater prnh acc belanja dsni,184,3,,0.5194,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['ngajuin', 'spaylater', 'pernah', 'acc', 'belanja', 'dsni']"
Saya mengalami penipuan entah dari pihak dalam entah luar dan itu bukan cuma saya pribadi ada adik teman saya yang kehilangan sebesar 300 rb pelaku bisa memakai shoope pay dan memberikan kode otp lewat form dengan imbalan hadiah hari untuk pengguna Shopee dalam memberi kode otp untuk saya pribadi hanya kehilangan 20 rb lewat shoope pay dan untuk shoope mohon ditindaklanjuti sebelum pihak berwajib terimakasih itu saran saya untuk shoope & pembeli,1,0,alami tipu pribadi adik teman hilang rb pakai shoope pay kode otp form imbal hadiah kode otp pribadi hilang rb shoope pay shoope ditindaklanjuti wajib saran shoope beli,368,3,,0.5192,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['alami', 'tipu', 'pribadi', 'adik', 'teman', 'hilang', 'ribu', 'pakai', 'shoope', 'bayar', 'kode', 'otp', 'form', 'imbal', 'hadiah', 'kode', 'otp', 'pribadi', 'hilang', 'ribu', 'shoope', 'bayar', 'shoope', 'ditindaklanjuti', 'wajib', 'saran', 'shoope', 'beli']"
"Sekarang jadi unicorn tukang sunat dana refund, ya.",1,0,unicorn tukang sunat dana refund,283,3,,0.5184,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['unicorn', 'tukang', 'sunat', 'dana', 'refund']"
Baru aja download langsung eror,3,1,download eror,698,3,,0.5172,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['unduh', 'eror']"
Tolong donk di tambahin fitur pinjaman sprti Shopee pay later'nya..,3,1,tolong tambahin fitur pinjam sprti pay later,712,3,,0.5164,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['tolong', 'tambahin', 'fitur', 'pinjam', 'seperti', 'bayar', 'later']"
"anjing komplain kok gak ditanggapi, tu cs mending mati aja sana sekalian sama manajermu bangsat",1,0,komplain tanggap tu cs mending mati manajer,159,3,,0.5098,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['komplain', 'tanggap', 'tu', 'customer service', 'lebih baik', 'mati', 'manajer']"
pusat bantuan nya gak ada fitur live cht. kecewa baru pertama beli di tokopedia barang lngsung bermasalah . nnaya apa di bles apa hadehhhh macetttt.. trimksih gak akan beli disini lgi kalau bermasalah terus,1,0,pusat bantu fitur live cht beli barang lngsung nnaya bles hadehhhh macetttt trimksih beli,9,3,,0.5086,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['pusat', 'bantu', 'fitur', 'live', 'cht', 'beli', 'barang', 'lngsung', 'nnaya', 'bles', 'hadehhhh', 'macetttt', 'trimksih', 'beli']"
Jelek uang saya ilang jangan beli disini,1,0,uang ilang beli,98,3,,0.5074,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['uang', 'hilang', 'beli']"
Sengaja kasih bintang 1 biar dibaca pengembang hehe. Coba upload video bisa semudah tetangga sebelah si oren.,1,0,sengaja bintang baca kembang upload video mudah tetangga belah,261,3,,0.5065,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['sengaja', 'bintang', 'baca', 'kembang', 'upload', 'video', 'mudah', 'tetangga', 'belah']"
"Lazada kebanyakan hoak nya, katanya ongkir Rp0 di waktu mau beli giliran mau dibayar jadi berubah 12.000 ,9.500 dll gimana sih Jan kasih hoak mulu Napa,udah gitu ngomongnya doang serba 10.000 giliran mau dibayar harganya brubah jadi 50k keatas belum termasuk ongkir Halah hoak lah lazada ga bakal lagi gua downlod",1,0,hoak ongkir rp beli gilir bayar ubah jan hoak mulu ngomongnya serba gilir bayar harga brubah ongkir halah hoak downlod,436,3,,0.5038,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['hoak', 'ongkir', 'rp', 'beli', 'gilir', 'bayar', 'ubah', 'jan', 'hoak', 'melulu', 'ngomongnya', 'serba', 'gilir', 'bayar', 'harga', 'brubah', 'ongkir', 'halah', 'hoak', 'downlod']"
"Kecewa, banyak transaksi saya yg dibatalkan tanpa sebab... Dah lah.. hapus aja",2,0,transaksi batal hapus,237,3,,0.5032,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['transaksi', 'batal', 'hapus']"
aplikasinya bagus tpi kenapa setiap bulan harus update,3,1,aplikasi tpi update,546,3,,0.5022,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['aplikasi', 'tapi', 'update']"
Berkali2 sy download tp tdk bs terinstal. Pdhl sy mau beli pulsa pake shopeepay,1,0,download terinstal pdhl beli pulsa pake shopeepay,20,3,,0.4988,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['unduh', 'terinstal', 'pdhl', 'beli', 'pulsa', 'pakai', 'shopeepay']"
Update terus ni dev. Seminggu 3kali,3,1,update dev minggu,472,3,,0.498,"bintang, akun, iklan, tolong, pakai, saldo, handphone, update, susah, shopeepay","['update', 'dev', 'minggu']"
